# x-position [um], Intensity [W/cm^2], z-position[mm]
7.300000000000000000e+01,2.656967022311824422e+01,-7.000000000000000000e+00
7.400000000000000000e+01,2.491165838464551285e+01,-7.000000000000000000e+00
7.500000000000000000e+01,1.744076481852377825e+01,-7.000000000000000000e+00
7.600000000000000000e+01,2.069037276160198147e+01,-7.000000000000000000e+00
7.700000000000000000e+01,2.446636313414125397e+01,-7.000000000000000000e+00
7.800000000000000000e+01,2.213188289120744656e+01,-7.000000000000000000e+00
7.900000000000000000e+01,1.677318472295635843e+01,-7.000000000000000000e+00
8.000000000000000000e+01,1.732521676004559552e+01,-7.000000000000000000e+00
8.100000000000000000e+01,2.059413804613392074e+01,-7.000000000000000000e+00
8.200000000000000000e+01,1.728258974085781219e+01,-7.000000000000000000e+00
8.300000000000000000e+01,1.105412840771010785e+01,-7.000000000000000000e+00
8.400000000000000000e+01,1.846564410913203247e+01,-7.000000000000000000e+00
8.500000000000000000e+01,1.554988600974122548e+01,-7.000000000000000000e+00
8.600000000000000000e+01,2.139216289471644927e+01,-7.000000000000000000e+00
8.700000000000000000e+01,1.956961090443079243e+01,-7.000000000000000000e+00
8.800000000000000000e+01,1.272894538560415256e+01,-7.000000000000000000e+00
8.900000000000000000e+01,1.594018961372537113e+01,-7.000000000000000000e+00
9.000000000000000000e+01,1.305234138858726922e+01,-7.000000000000000000e+00
9.100000000000000000e+01,1.285652835773633029e+01,-7.000000000000000000e+00
9.200000000000000000e+01,1.711988943021825094e+01,-7.000000000000000000e+00
9.300000000000000000e+01,1.378494680635611402e+01,-7.000000000000000000e+00
9.400000000000000000e+01,1.760224348133537831e+01,-7.000000000000000000e+00
9.500000000000000000e+01,1.818450803060618526e+01,-7.000000000000000000e+00
9.600000000000000000e+01,1.669758150654558193e+01,-7.000000000000000000e+00
9.700000000000000000e+01,1.127605988341991505e+01,-7.000000000000000000e+00
9.800000000000000000e+01,1.386288561159298460e+01,-7.000000000000000000e+00
9.900000000000000000e+01,1.045234704635031697e+01,-7.000000000000000000e+00
1.000000000000000000e+02,2.137802493293157369e+01,-7.000000000000000000e+00
0.000000000000000000e+00,1.513894400129406748e+01,-6.000000000000000000e+00
1.000000000000000000e+00,1.347773047581783601e+01,-6.000000000000000000e+00
2.000000000000000000e+00,1.002821588756893334e+01,-6.000000000000000000e+00
3.000000000000000000e+00,1.410760744395894406e+01,-6.000000000000000000e+00
4.000000000000000000e+00,1.693082140900057908e+01,-6.000000000000000000e+00
5.000000000000000000e+00,1.935798507914966393e+01,-6.000000000000000000e+00
6.000000000000000000e+00,1.631126760608599824e+01,-6.000000000000000000e+00
7.000000000000000000e+00,1.502391120134613978e+01,-6.000000000000000000e+00
8.000000000000000000e+00,1.502303853402164613e+01,-6.000000000000000000e+00
9.000000000000000000e+00,1.801438050148705372e+01,-6.000000000000000000e+00
1.000000000000000000e+01,1.950133545830996695e+01,-6.000000000000000000e+00
1.100000000000000000e+01,2.136195745269415625e+01,-6.000000000000000000e+00
1.200000000000000000e+01,1.441110555123638548e+01,-6.000000000000000000e+00
1.300000000000000000e+01,2.723199170201597141e+01,-6.000000000000000000e+00
1.400000000000000000e+01,1.848787814570283672e+01,-6.000000000000000000e+00
1.500000000000000000e+01,2.273427268258732781e+01,-6.000000000000000000e+00
1.600000000000000000e+01,2.254519322427165662e+01,-6.000000000000000000e+00
1.700000000000000000e+01,2.731050304347815327e+01,-6.000000000000000000e+00
1.800000000000000000e+01,2.949245492885938091e+01,-6.000000000000000000e+00
1.900000000000000000e+01,2.925225165260224358e+01,-6.000000000000000000e+00
2.000000000000000000e+01,3.352993343965220419e+01,-6.000000000000000000e+00
2.100000000000000000e+01,3.849310208624428498e+01,-6.000000000000000000e+00
2.200000000000000000e+01,3.687211624182284453e+01,-6.000000000000000000e+00
2.300000000000000000e+01,4.723335517708581932e+01,-6.000000000000000000e+00
2.400000000000000000e+01,4.543491489687357898e+01,-6.000000000000000000e+00
2.500000000000000000e+01,4.497845461241199416e+01,-6.000000000000000000e+00
2.600000000000000000e+01,5.081195441205978369e+01,-6.000000000000000000e+00
2.700000000000000000e+01,5.569147664297616984e+01,-6.000000000000000000e+00
2.800000000000000000e+01,6.377041458681140540e+01,-6.000000000000000000e+00
2.900000000000000000e+01,6.706536398683019229e+01,-6.000000000000000000e+00
3.000000000000000000e+01,7.575391448969861585e+01,-6.000000000000000000e+00
3.100000000000000000e+01,7.359687276303294823e+01,-6.000000000000000000e+00
3.200000000000000000e+01,8.130703533850255837e+01,-6.000000000000000000e+00
3.300000000000000000e+01,8.765056126182612672e+01,-6.000000000000000000e+00
3.400000000000000000e+01,9.084869017632399846e+01,-6.000000000000000000e+00
3.500000000000000000e+01,9.698979426310060603e+01,-6.000000000000000000e+00
3.600000000000000000e+01,1.076648780963299714e+02,-6.000000000000000000e+00
3.700000000000000000e+01,1.046239552960169021e+02,-6.000000000000000000e+00
3.800000000000000000e+01,1.095646364192423761e+02,-6.000000000000000000e+00
3.900000000000000000e+01,1.131750070228407452e+02,-6.000000000000000000e+00
4.000000000000000000e+01,1.129541520068533629e+02,-6.000000000000000000e+00
4.100000000000000000e+01,1.071938910143063879e+02,-6.000000000000000000e+00
4.200000000000000000e+01,1.213667061490642709e+02,-6.000000000000000000e+00
4.300000000000000000e+01,1.142424386235027498e+02,-6.000000000000000000e+00
4.400000000000000000e+01,1.103405516644865827e+02,-6.000000000000000000e+00
4.500000000000000000e+01,1.073219733204001614e+02,-6.000000000000000000e+00
4.600000000000000000e+01,1.131268463599657110e+02,-6.000000000000000000e+00
4.700000000000000000e+01,1.094015705674204071e+02,-6.000000000000000000e+00
4.800000000000000000e+01,1.065677209827594538e+02,-6.000000000000000000e+00
4.900000000000000000e+01,1.024224160321477797e+02,-6.000000000000000000e+00
5.000000000000000000e+01,1.059538607709341846e+02,-6.000000000000000000e+00
5.100000000000000000e+01,9.894461556020863213e+01,-6.000000000000000000e+00
5.200000000000000000e+01,9.143847152174474502e+01,-6.000000000000000000e+00
5.300000000000000000e+01,8.343506220046133137e+01,-6.000000000000000000e+00
5.400000000000000000e+01,8.131501977090412936e+01,-6.000000000000000000e+00
5.500000000000000000e+01,8.227018129091825926e+01,-6.000000000000000000e+00
5.600000000000000000e+01,6.160645264306994306e+01,-6.000000000000000000e+00
5.700000000000000000e+01,6.353589188542733268e+01,-6.000000000000000000e+00
5.800000000000000000e+01,6.924942894769021962e+01,-6.000000000000000000e+00
5.900000000000000000e+01,6.239747142347535203e+01,-6.000000000000000000e+00
6.000000000000000000e+01,5.484543447731930854e+01,-6.000000000000000000e+00
6.100000000000000000e+01,5.019653994937268493e+01,-6.000000000000000000e+00
6.200000000000000000e+01,4.544828862946923920e+01,-6.000000000000000000e+00
6.300000000000000000e+01,4.336920553544970147e+01,-6.000000000000000000e+00
6.400000000000000000e+01,3.718201554044911461e+01,-6.000000000000000000e+00
6.500000000000000000e+01,3.656184423823220442e+01,-6.000000000000000000e+00
6.600000000000000000e+01,3.490816963777504611e+01,-6.000000000000000000e+00
6.700000000000000000e+01,2.993726981354688732e+01,-6.000000000000000000e+00
6.800000000000000000e+01,2.500380543800810784e+01,-6.000000000000000000e+00
6.900000000000000000e+01,2.609215473202456437e+01,-6.000000000000000000e+00
7.000000000000000000e+01,2.131604491753343211e+01,-6.000000000000000000e+00
7.100000000000000000e+01,2.781012396652491248e+01,-6.000000000000000000e+00
7.200000000000000000e+01,1.728789691697934572e+01,-6.000000000000000000e+00
7.300000000000000000e+01,2.036514939537048363e+01,-6.000000000000000000e+00
7.400000000000000000e+01,1.593765505592453913e+01,-6.000000000000000000e+00
7.500000000000000000e+01,1.887709070690223712e+01,-6.000000000000000000e+00
7.600000000000000000e+01,2.404975451222987459e+01,-6.000000000000000000e+00
7.700000000000000000e+01,1.521983014567053161e+01,-6.000000000000000000e+00
7.800000000000000000e+01,1.499634744460527358e+01,-6.000000000000000000e+00
7.900000000000000000e+01,1.664409707243817138e+01,-6.000000000000000000e+00
8.000000000000000000e+01,1.841986833739910168e+01,-6.000000000000000000e+00
8.100000000000000000e+01,1.657602527198134013e+01,-6.000000000000000000e+00
8.200000000000000000e+01,1.943898878296801414e+01,-6.000000000000000000e+00
8.300000000000000000e+01,2.205341548130366292e+01,-6.000000000000000000e+00
8.400000000000000000e+01,1.014890764466874984e+01,-6.000000000000000000e+00
8.500000000000000000e+01,1.665104761699682712e+01,-6.000000000000000000e+00
8.600000000000000000e+01,1.692861393325282648e+01,-6.000000000000000000e+00
8.700000000000000000e+01,1.592439234639013179e+01,-6.000000000000000000e+00
8.800000000000000000e+01,9.432557626923420813e+00,-6.000000000000000000e+00
8.900000000000000000e+01,2.115632074733821000e+01,-6.000000000000000000e+00
9.000000000000000000e+01,1.592652319904488145e+01,-6.000000000000000000e+00
9.100000000000000000e+01,1.362050902031335475e+01,-6.000000000000000000e+00
9.200000000000000000e+01,1.116816763466616536e+01,-6.000000000000000000e+00
9.300000000000000000e+01,1.370190397754359601e+01,-6.000000000000000000e+00
9.400000000000000000e+01,1.566580079952875515e+01,-6.000000000000000000e+00
9.500000000000000000e+01,1.124402993628268632e+01,-6.000000000000000000e+00
9.600000000000000000e+01,1.406164015600511874e+01,-6.000000000000000000e+00
9.700000000000000000e+01,1.785571917069166048e+01,-6.000000000000000000e+00
9.800000000000000000e+01,1.489270067920047858e+01,-6.000000000000000000e+00
9.900000000000000000e+01,1.095089667309377823e+01,-6.000000000000000000e+00
1.000000000000000000e+02,1.703259532313686009e+01,-6.000000000000000000e+00
0.000000000000000000e+00,1.190019622363235641e+01,-5.000000000000000000e+00
1.000000000000000000e+00,1.564558267751692533e+01,-5.000000000000000000e+00
2.000000000000000000e+00,1.301646604260680462e+01,-5.000000000000000000e+00
3.000000000000000000e+00,1.761096143925407276e+01,-5.000000000000000000e+00
4.000000000000000000e+00,1.579105477300821470e+01,-5.000000000000000000e+00
5.000000000000000000e+00,1.032760148948130130e+01,-5.000000000000000000e+00
6.000000000000000000e+00,1.667947930090666020e+01,-5.000000000000000000e+00
7.000000000000000000e+00,1.836964923836756469e+01,-5.000000000000000000e+00
8.000000000000000000e+00,1.379081513959481242e+01,-5.000000000000000000e+00
9.000000000000000000e+00,1.123704556231049523e+01,-5.000000000000000000e+00
1.000000000000000000e+01,1.490130058695693727e+01,-5.000000000000000000e+00
1.100000000000000000e+01,1.667967070921986306e+01,-5.000000000000000000e+00
1.200000000000000000e+01,1.277910955530619397e+01,-5.000000000000000000e+00
1.300000000000000000e+01,1.759031688032953511e+01,-5.000000000000000000e+00
1.400000000000000000e+01,2.099484168385792415e+01,-5.000000000000000000e+00
1.500000000000000000e+01,2.234516572359908793e+01,-5.000000000000000000e+00
1.600000000000000000e+01,2.024760160750208726e+01,-5.000000000000000000e+00
1.700000000000000000e+01,1.987087639972444819e+01,-5.000000000000000000e+00
1.800000000000000000e+01,2.016563834285581436e+01,-5.000000000000000000e+00
1.900000000000000000e+01,2.652102452445598502e+01,-5.000000000000000000e+00
2.000000000000000000e+01,3.360516269169372094e+01,-5.000000000000000000e+00
2.100000000000000000e+01,2.640613358060019067e+01,-5.000000000000000000e+00
2.200000000000000000e+01,3.895270942138863290e+01,-5.000000000000000000e+00
2.300000000000000000e+01,3.915954863851390400e+01,-5.000000000000000000e+00
2.400000000000000000e+01,3.553748940394938671e+01,-5.000000000000000000e+00
2.500000000000000000e+01,4.060479044481131439e+01,-5.000000000000000000e+00
2.600000000000000000e+01,4.644017038165242894e+01,-5.000000000000000000e+00
2.700000000000000000e+01,4.449684516584800065e+01,-5.000000000000000000e+00
2.800000000000000000e+01,5.486818853418471065e+01,-5.000000000000000000e+00
2.900000000000000000e+01,6.364564689554406840e+01,-5.000000000000000000e+00
3.000000000000000000e+01,6.881064645800205426e+01,-5.000000000000000000e+00
3.100000000000000000e+01,7.059315620157977378e+01,-5.000000000000000000e+00
3.200000000000000000e+01,7.680712951594745164e+01,-5.000000000000000000e+00
3.300000000000000000e+01,8.118854900144758346e+01,-5.000000000000000000e+00
3.400000000000000000e+01,8.253182528092753500e+01,-5.000000000000000000e+00
3.500000000000000000e+01,9.375046384515259490e+01,-5.000000000000000000e+00
3.600000000000000000e+01,9.835950873712168629e+01,-5.000000000000000000e+00
3.700000000000000000e+01,1.044602657338680416e+02,-5.000000000000000000e+00
3.800000000000000000e+01,1.061175838018026383e+02,-5.000000000000000000e+00
3.900000000000000000e+01,1.096570934617665785e+02,-5.000000000000000000e+00
4.000000000000000000e+01,1.122113731167831929e+02,-5.000000000000000000e+00
4.100000000000000000e+01,1.067772629743469821e+02,-5.000000000000000000e+00
4.200000000000000000e+01,1.142854917359296820e+02,-5.000000000000000000e+00
4.300000000000000000e+01,1.156388464987724376e+02,-5.000000000000000000e+00
4.400000000000000000e+01,1.123653269063479740e+02,-5.000000000000000000e+00
4.500000000000000000e+01,1.159555420064195630e+02,-5.000000000000000000e+00
4.600000000000000000e+01,1.179382877529027098e+02,-5.000000000000000000e+00
4.700000000000000000e+01,1.024915545466653413e+02,-5.000000000000000000e+00
4.800000000000000000e+01,1.029897906580467435e+02,-5.000000000000000000e+00
4.900000000000000000e+01,1.015119117340676667e+02,-5.000000000000000000e+00
5.000000000000000000e+01,1.017205987484644965e+02,-5.000000000000000000e+00
5.100000000000000000e+01,9.140640166184493864e+01,-5.000000000000000000e+00
5.200000000000000000e+01,8.881004087331572805e+01,-5.000000000000000000e+00
5.300000000000000000e+01,8.503546272789148475e+01,-5.000000000000000000e+00
5.400000000000000000e+01,8.004761856269004738e+01,-5.000000000000000000e+00
5.500000000000000000e+01,7.080787012162237204e+01,-5.000000000000000000e+00
5.600000000000000000e+01,6.446324116731328502e+01,-5.000000000000000000e+00
5.700000000000000000e+01,6.114782881332797615e+01,-5.000000000000000000e+00
5.800000000000000000e+01,6.100366092660797790e+01,-5.000000000000000000e+00
5.900000000000000000e+01,4.653891257079482813e+01,-5.000000000000000000e+00
6.000000000000000000e+01,4.136528221754859658e+01,-5.000000000000000000e+00
6.100000000000000000e+01,4.019457598581547586e+01,-5.000000000000000000e+00
6.200000000000000000e+01,3.852373583540089186e+01,-5.000000000000000000e+00
6.300000000000000000e+01,3.592503781690079734e+01,-5.000000000000000000e+00
6.400000000000000000e+01,3.525445975363755480e+01,-5.000000000000000000e+00
6.500000000000000000e+01,2.907234301895180906e+01,-5.000000000000000000e+00
6.600000000000000000e+01,3.009417297507629385e+01,-5.000000000000000000e+00
6.700000000000000000e+01,2.704487236819727869e+01,-5.000000000000000000e+00
6.800000000000000000e+01,2.517923766440791411e+01,-5.000000000000000000e+00
6.900000000000000000e+01,1.999776053093495420e+01,-5.000000000000000000e+00
7.000000000000000000e+01,2.574585313578628742e+01,-5.000000000000000000e+00
7.100000000000000000e+01,1.845451908366936422e+01,-5.000000000000000000e+00
7.200000000000000000e+01,1.750610422549377532e+01,-5.000000000000000000e+00
7.300000000000000000e+01,2.432298769083808310e+01,-5.000000000000000000e+00
7.400000000000000000e+01,1.823769440310109147e+01,-5.000000000000000000e+00
7.500000000000000000e+01,2.171970918119752980e+01,-5.000000000000000000e+00
7.600000000000000000e+01,1.562601385133399567e+01,-5.000000000000000000e+00
7.700000000000000000e+01,1.218337819968084546e+01,-5.000000000000000000e+00
7.800000000000000000e+01,1.579264274925309408e+01,-5.000000000000000000e+00
7.900000000000000000e+01,1.342430704982959888e+01,-5.000000000000000000e+00
8.000000000000000000e+01,1.561450380427308993e+01,-5.000000000000000000e+00
8.100000000000000000e+01,1.514488949950538199e+01,-5.000000000000000000e+00
8.200000000000000000e+01,1.247125338739193268e+01,-5.000000000000000000e+00
8.300000000000000000e+01,1.447590296547113020e+01,-5.000000000000000000e+00
8.400000000000000000e+01,1.504141221467152256e+01,-5.000000000000000000e+00
8.500000000000000000e+01,1.475394123980222361e+01,-5.000000000000000000e+00
8.600000000000000000e+01,1.943128467223817424e+01,-5.000000000000000000e+00
8.700000000000000000e+01,1.436834366364637816e+01,-5.000000000000000000e+00
8.800000000000000000e+01,1.693783836031000689e+01,-5.000000000000000000e+00
8.900000000000000000e+01,1.909164590357009672e+01,-5.000000000000000000e+00
9.000000000000000000e+01,1.388650845511928189e+01,-5.000000000000000000e+00
9.100000000000000000e+01,9.634541385356641285e+00,-5.000000000000000000e+00
9.200000000000000000e+01,1.414959898870746002e+01,-5.000000000000000000e+00
9.300000000000000000e+01,1.459415674201635404e+01,-5.000000000000000000e+00
9.400000000000000000e+01,8.231948684773978897e+00,-5.000000000000000000e+00
9.500000000000000000e+01,1.466492205235634039e+01,-5.000000000000000000e+00
9.600000000000000000e+01,1.443252301976032825e+01,-5.000000000000000000e+00
9.700000000000000000e+01,1.813846755161347346e+01,-5.000000000000000000e+00
9.800000000000000000e+01,1.736845601220375812e+01,-5.000000000000000000e+00
9.900000000000000000e+01,1.399013372723307747e+01,-5.000000000000000000e+00
1.000000000000000000e+02,9.446934660018978747e+00,-5.000000000000000000e+00
0.000000000000000000e+00,1.693540479320975223e+01,-4.000000000000000000e+00
1.000000000000000000e+00,1.377665875990873978e+01,-4.000000000000000000e+00
2.000000000000000000e+00,1.511221124971078211e+01,-4.000000000000000000e+00
3.000000000000000000e+00,1.824352971290361936e+01,-4.000000000000000000e+00
4.000000000000000000e+00,2.036730937960171417e+01,-4.000000000000000000e+00
5.000000000000000000e+00,1.574495925864547097e+01,-4.000000000000000000e+00
6.000000000000000000e+00,2.064670879021278438e+01,-4.000000000000000000e+00
7.000000000000000000e+00,2.521904210323769746e+01,-4.000000000000000000e+00
8.000000000000000000e+00,1.173398890243642612e+01,-4.000000000000000000e+00
9.000000000000000000e+00,1.896692500990501884e+01,-4.000000000000000000e+00
1.000000000000000000e+01,1.101637547858504362e+01,-4.000000000000000000e+00
1.100000000000000000e+01,1.836202533656099689e+01,-4.000000000000000000e+00
1.200000000000000000e+01,2.298231157911325440e+01,-4.000000000000000000e+00
1.300000000000000000e+01,2.085488132470852207e+01,-4.000000000000000000e+00
1.400000000000000000e+01,1.537803145666426197e+01,-4.000000000000000000e+00
1.500000000000000000e+01,1.580832495863819354e+01,-4.000000000000000000e+00
1.600000000000000000e+01,1.664146201827390925e+01,-4.000000000000000000e+00
1.700000000000000000e+01,1.722730084941502682e+01,-4.000000000000000000e+00
1.800000000000000000e+01,2.237106098545293165e+01,-4.000000000000000000e+00
1.900000000000000000e+01,2.509531985426002620e+01,-4.000000000000000000e+00
2.000000000000000000e+01,2.284901107874897264e+01,-4.000000000000000000e+00
2.100000000000000000e+01,2.437093289021078846e+01,-4.000000000000000000e+00
2.200000000000000000e+01,3.480907278867436361e+01,-4.000000000000000000e+00
2.300000000000000000e+01,3.161087550854773909e+01,-4.000000000000000000e+00
2.400000000000000000e+01,3.418461563212918009e+01,-4.000000000000000000e+00
2.500000000000000000e+01,3.482419038486185769e+01,-4.000000000000000000e+00
2.600000000000000000e+01,3.805896758108060851e+01,-4.000000000000000000e+00
2.700000000000000000e+01,4.273424763670014670e+01,-4.000000000000000000e+00
2.800000000000000000e+01,4.920619274467308912e+01,-4.000000000000000000e+00
2.900000000000000000e+01,4.915088184699237672e+01,-4.000000000000000000e+00
3.000000000000000000e+01,6.131203588122065185e+01,-4.000000000000000000e+00
3.100000000000000000e+01,6.270165188385298194e+01,-4.000000000000000000e+00
3.200000000000000000e+01,7.240488452662955865e+01,-4.000000000000000000e+00
3.300000000000000000e+01,7.681741018712088476e+01,-4.000000000000000000e+00
3.400000000000000000e+01,8.463031493408458061e+01,-4.000000000000000000e+00
3.500000000000000000e+01,9.325130609864996245e+01,-4.000000000000000000e+00
3.600000000000000000e+01,9.042597384474876776e+01,-4.000000000000000000e+00
3.700000000000000000e+01,9.920044496343022900e+01,-4.000000000000000000e+00
3.800000000000000000e+01,1.050101371327624236e+02,-4.000000000000000000e+00
3.900000000000000000e+01,1.058727626941972062e+02,-4.000000000000000000e+00
4.000000000000000000e+01,1.089897059637773538e+02,-4.000000000000000000e+00
4.100000000000000000e+01,1.142981093576951679e+02,-4.000000000000000000e+00
4.200000000000000000e+01,1.134341342924990528e+02,-4.000000000000000000e+00
4.300000000000000000e+01,1.200966629876050860e+02,-4.000000000000000000e+00
4.400000000000000000e+01,1.147821297841832973e+02,-4.000000000000000000e+00
4.500000000000000000e+01,1.099489062366641861e+02,-4.000000000000000000e+00
4.600000000000000000e+01,1.116464330987115829e+02,-4.000000000000000000e+00
4.700000000000000000e+01,1.071250332668042091e+02,-4.000000000000000000e+00
4.800000000000000000e+01,1.072933708389035132e+02,-4.000000000000000000e+00
4.900000000000000000e+01,1.010828601937614337e+02,-4.000000000000000000e+00
5.000000000000000000e+01,9.197224095562268076e+01,-4.000000000000000000e+00
5.100000000000000000e+01,8.945263387392111554e+01,-4.000000000000000000e+00
5.200000000000000000e+01,8.451392785556059550e+01,-4.000000000000000000e+00
5.300000000000000000e+01,8.051705174506601281e+01,-4.000000000000000000e+00
5.400000000000000000e+01,6.293487995150580616e+01,-4.000000000000000000e+00
5.500000000000000000e+01,6.307918243778360790e+01,-4.000000000000000000e+00
5.600000000000000000e+01,5.680609021802815306e+01,-4.000000000000000000e+00
5.700000000000000000e+01,5.155384045655168990e+01,-4.000000000000000000e+00
5.800000000000000000e+01,4.739530019866572275e+01,-4.000000000000000000e+00
5.900000000000000000e+01,4.557219482938278077e+01,-4.000000000000000000e+00
6.000000000000000000e+01,3.943620096579802947e+01,-4.000000000000000000e+00
6.100000000000000000e+01,3.453456405360068260e+01,-4.000000000000000000e+00
6.200000000000000000e+01,2.809410293364448563e+01,-4.000000000000000000e+00
6.300000000000000000e+01,2.613764149655091984e+01,-4.000000000000000000e+00
6.400000000000000000e+01,2.976228823969271176e+01,-4.000000000000000000e+00
6.500000000000000000e+01,2.377668254551620564e+01,-4.000000000000000000e+00
6.600000000000000000e+01,2.134777883895708328e+01,-4.000000000000000000e+00
6.700000000000000000e+01,2.374792333414167089e+01,-4.000000000000000000e+00
6.800000000000000000e+01,2.144786375621820085e+01,-4.000000000000000000e+00
6.900000000000000000e+01,1.677094290342703431e+01,-4.000000000000000000e+00
7.000000000000000000e+01,2.225453482400901351e+01,-4.000000000000000000e+00
7.100000000000000000e+01,1.612657643492637405e+01,-4.000000000000000000e+00
7.200000000000000000e+01,1.882436931145850068e+01,-4.000000000000000000e+00
7.300000000000000000e+01,1.731147502197634580e+01,-4.000000000000000000e+00
7.400000000000000000e+01,1.436483219323343974e+01,-4.000000000000000000e+00
7.500000000000000000e+01,1.028502749345521572e+01,-4.000000000000000000e+00
7.600000000000000000e+01,1.677260886180508948e+01,-4.000000000000000000e+00
7.700000000000000000e+01,1.704234765304925858e+01,-4.000000000000000000e+00
7.800000000000000000e+01,1.702809906883360469e+01,-4.000000000000000000e+00
7.900000000000000000e+01,1.203676462216352583e+01,-4.000000000000000000e+00
8.000000000000000000e+01,1.384536503221866077e+01,-4.000000000000000000e+00
8.100000000000000000e+01,1.670816014016549289e+01,-4.000000000000000000e+00
8.200000000000000000e+01,1.049846033815224011e+01,-4.000000000000000000e+00
8.300000000000000000e+01,1.612520666530199520e+01,-4.000000000000000000e+00
8.400000000000000000e+01,1.423475688929204530e+01,-4.000000000000000000e+00
8.500000000000000000e+01,1.178305089307373876e+01,-4.000000000000000000e+00
8.600000000000000000e+01,1.977772237367771879e+01,-4.000000000000000000e+00
8.700000000000000000e+01,1.412569628839727898e+01,-4.000000000000000000e+00
8.800000000000000000e+01,1.675887733280664804e+01,-4.000000000000000000e+00
8.900000000000000000e+01,1.513851465651542938e+01,-4.000000000000000000e+00
9.000000000000000000e+01,1.441973491315187239e+01,-4.000000000000000000e+00
9.100000000000000000e+01,1.515336728694206947e+01,-4.000000000000000000e+00
9.200000000000000000e+01,1.594292430219732815e+01,-4.000000000000000000e+00
9.300000000000000000e+01,1.127529898882848514e+01,-4.000000000000000000e+00
9.400000000000000000e+01,1.564389165098493706e+01,-4.000000000000000000e+00
9.500000000000000000e+01,1.586466273882009581e+01,-4.000000000000000000e+00
9.600000000000000000e+01,1.711756312731826313e+01,-4.000000000000000000e+00
9.700000000000000000e+01,9.804496052228689251e+00,-4.000000000000000000e+00
9.800000000000000000e+01,1.593765636326046042e+01,-4.000000000000000000e+00
9.900000000000000000e+01,1.788083733969443045e+01,-4.000000000000000000e+00
1.000000000000000000e+02,1.324607083971450727e+01,-4.000000000000000000e+00
0.000000000000000000e+00,1.197084306281297472e+01,-3.000000000000000000e+00
1.000000000000000000e+00,1.602165552937547943e+01,-3.000000000000000000e+00
2.000000000000000000e+00,1.215270336770410609e+01,-3.000000000000000000e+00
3.000000000000000000e+00,1.144498077626298560e+01,-3.000000000000000000e+00
4.000000000000000000e+00,1.682513133446127540e+01,-3.000000000000000000e+00
5.000000000000000000e+00,1.481110994949273341e+01,-3.000000000000000000e+00
6.000000000000000000e+00,9.940020199840864379e+00,-3.000000000000000000e+00
7.000000000000000000e+00,1.228926235937645828e+01,-3.000000000000000000e+00
8.000000000000000000e+00,1.307767260797778341e+01,-3.000000000000000000e+00
9.000000000000000000e+00,1.793134527145669566e+01,-3.000000000000000000e+00
1.000000000000000000e+01,1.647948229559219513e+01,-3.000000000000000000e+00
1.100000000000000000e+01,1.497772825577692579e+01,-3.000000000000000000e+00
1.200000000000000000e+01,1.007168711624220236e+01,-3.000000000000000000e+00
1.300000000000000000e+01,1.435451392964250950e+01,-3.000000000000000000e+00
1.400000000000000000e+01,1.444207355985548524e+01,-3.000000000000000000e+00
1.500000000000000000e+01,1.059831132888851357e+01,-3.000000000000000000e+00
1.600000000000000000e+01,1.590572141023794828e+01,-3.000000000000000000e+00
1.700000000000000000e+01,1.464258712376446425e+01,-3.000000000000000000e+00
1.800000000000000000e+01,1.736829407974275696e+01,-3.000000000000000000e+00
1.900000000000000000e+01,2.223344334745738848e+01,-3.000000000000000000e+00
2.000000000000000000e+01,1.781833773556031986e+01,-3.000000000000000000e+00
2.100000000000000000e+01,2.408372721516770554e+01,-3.000000000000000000e+00
2.200000000000000000e+01,2.675242157662983544e+01,-3.000000000000000000e+00
2.300000000000000000e+01,2.254944617591767653e+01,-3.000000000000000000e+00
2.400000000000000000e+01,2.304665285412928455e+01,-3.000000000000000000e+00
2.500000000000000000e+01,3.102709232137440054e+01,-3.000000000000000000e+00
2.600000000000000000e+01,3.606795572386627668e+01,-3.000000000000000000e+00
2.700000000000000000e+01,4.049907321148240413e+01,-3.000000000000000000e+00
2.800000000000000000e+01,4.412689477886486600e+01,-3.000000000000000000e+00
2.900000000000000000e+01,4.552440650312527026e+01,-3.000000000000000000e+00
3.000000000000000000e+01,5.730828239569505200e+01,-3.000000000000000000e+00
3.100000000000000000e+01,5.787747365526120547e+01,-3.000000000000000000e+00
3.200000000000000000e+01,6.260827158294942762e+01,-3.000000000000000000e+00
3.300000000000000000e+01,7.599910525279952367e+01,-3.000000000000000000e+00
3.400000000000000000e+01,7.111267948367753888e+01,-3.000000000000000000e+00
3.500000000000000000e+01,8.265747382566848955e+01,-3.000000000000000000e+00
3.600000000000000000e+01,9.315632278218839701e+01,-3.000000000000000000e+00
3.700000000000000000e+01,9.670581351151290050e+01,-3.000000000000000000e+00
3.800000000000000000e+01,9.768397917207695969e+01,-3.000000000000000000e+00
3.900000000000000000e+01,1.077033069355032069e+02,-3.000000000000000000e+00
4.000000000000000000e+01,1.103991150291089838e+02,-3.000000000000000000e+00
4.100000000000000000e+01,1.096791806509105385e+02,-3.000000000000000000e+00
4.200000000000000000e+01,1.160007284346847882e+02,-3.000000000000000000e+00
4.300000000000000000e+01,1.126593365834483507e+02,-3.000000000000000000e+00
4.400000000000000000e+01,1.121132585798458337e+02,-3.000000000000000000e+00
4.500000000000000000e+01,1.121394416036368540e+02,-3.000000000000000000e+00
